DDD,1378872000000,52.1
DDD,1378958400000,50.42
DDD,1379044800000,50.61
DDD,1379304000000,50.06
DDD,1379390400000,53.51
DDD,1379476800000,53.65
DDD,1379563200000,54.99
DDD,1379649600000,53.49
DDD,1379908800000,53.75
DDD,1379995200000,55.15
DDD,1380081600000,54.96
DDD,1380168000000,55.69
DDD,1380254400000,54.79
DDD,1380513600000,53.99
DDD,1380600000000,55.83
DDD,1380686400000,55.22
DDD,1380772800000,53.93
DDD,1380859200000,54.14
DDD,1381118400000,53.72
DDD,1381204800000,51.94
DDD,1381291200000,49.46
DDD,1381377600000,52.5
DDD,1381464000000,53.79
DDD,1381723200000,53.72
DDD,1381809600000,53.9
DDD,1381896000000,55.25
DDD,1381982400000,56.76
DDD,1382068800000,56.77
DDD,1382328000000,57.7
DDD,1382414400000,57.29
DDD,1382500800000,56.75
DDD,1382587200000,57.7
DDD,1382673600000,58.64
DDD,1382932800000,56.98
DDD,1383019200000,59.53
DDD,1383105600000,60.93
DDD,1383192000000,62.24
DDD,1383278400000,63.01
DDD,1383541200000,66.04
DDD,1383627600000,70.01
DDD,1383714000000,69.51
DDD,1383800400000,67.86
DDD,1383886800000,70.4
DDD,1384146000000,76.1
DDD,1384232400000,77.94
DDD,1384318800000,78.12
DDD,1384405200000,78.6
DDD,1384491600000,80.17
DDD,1384750800000,80.6
DDD,1384837200000,75.51
DDD,1384923600000,69.57
DDD,1385010000000,72.19
DDD,1385096400000,73.3
DDD,1385355600000,72.08
DDD,1385442000000,73.34
DDD,1385528400000,74.81
DDD,1385701200000,75.16
DDD,1385960400000,76.89
DDD,1386046800000,78.02
DDD,1386133200000,77.64
DDD,1386219600000,75.85
DDD,1386306000000,75.38
DDD,1386565200000,75.95
DDD,1386651600000,80.48
DDD,1386738000000,77.36
DDD,1386824400000,80.36
DDD,1386910800000,80.97
DDD,1387170000000,81.29
DDD,1387256400000,81.38
DDD,1387342800000,81.99
DDD,1387429200000,83.19
DDD,1387515600000,86.42
DDD,1387774800000,90.94
DDD,1387861200000,86.07
DDD,1388034000000,92.06
DDD,1388120400000,90.79
DDD,1388379600000,91.95
DDD,1388466000000,92.93
DDD,1388638800000,94.19
DDD,1388725200000,96.42
DDD,1388984400000,92.49
DDD,1389070800000,92.8
DDD,1389157200000,96.18
DDD,1389243600000,96.04
DDD,1389330000000,94.45
DDD,1389589200000,91.58
DDD,1389675600000,91.21
DDD,1389762000000,89.76
DDD,1389848400000,92.17
DDD,1389934800000,90.53
DDD,1390280400000,85.63
DDD,1390366800000,88.26
DDD,1390453200000,85.3
DDD,1390539600000,79.87
DDD,1390798800000,75.9
DDD,1390885200000,77.87
DDD,1390971600000,78.2
DDD,1391058000000,79.55
DDD,1391144400000,77.73
DDD,1391403600000,74.03
DDD,1391490000000,75.76
DDD,1391576400000,64.1
DDD,1391662800000,64.76
DDD,1391749200000,66.44
DDD,1392008400000,67.55
DDD,1392094800000,66.66
DDD,1392181200000,67.17
DDD,1392267600000,70.67
DDD,1392354000000,73.83
DDD,1392699600000,77.14
DDD,1392786000000,76.08
DDD,1392872400000,80.56
DDD,1392958800000,80.74
DDD,1393218000000,76.39
DDD,1393304400000,75.85
DDD,1393390800000,75.97
DDD,1393477200000,74.66
DDD,1393563600000,75.96
DDD,1393822800000,74.86
DDD,1393909200000,74.37
DDD,1393995600000,71.3
DDD,1394082000000,68.5
DDD,1394168400000,67.31
DDD,1394424000000,63.9
DDD,1394510400000,62.09
DDD,1394596800000,61.58
DDD,1394683200000,60.72
DDD,1394769600000,60.07
DDD,1395028800000,61.29
DDD,1395115200000,62.99
DDD,1395201600000,62.68
DDD,1395288000000,60.48
DDD,1395374400000,56.81
DDD,1395633600000,57.98
DDD,1395720000000,58.45
DDD,1395806400000,57.13
DDD,1395892800000,58.56
DDD,1395979200000,59.07
DDD,1396238400000,59.15
DDD,1396324800000,58.38
DDD,1396411200000,58.19
DDD,1396497600000,56.46
DDD,1396584000000,55.34
DDD,1396843200000,53.08
DDD,1396929600000,52.95
DDD,1397016000000,54.68
DDD,1397102400000,48.78
DDD,1397188800000,48.07
DDD,1397448000000,46.26
DDD,1397534400000,47.31
DDD,1397620800000,48.79
DDD,1397707200000,48.17
DDD,1398052800000,49.06
DDD,1398139200000,52.1
DDD,1398225600000,50.48
DDD,1398312000000,51.44
DDD,1398398400000,49.64
DDD,1398657600000,49.26
DDD,1398744000000,44.8
DDD,1398830400000,47.34
DDD,1398916800000,49.64
DDD,1399003200000,48.49
DDD,1399262400000,48.09
DDD,1399348800000,50.5
DDD,1399435200000,49.11
DDD,1399521600000,47.68
DDD,1399608000000,47.64
DDD,1399867200000,48.63
DDD,1399953600000,49.96
DDD,1400040000000,49.32
DDD,1400126400000,47.83
DDD,1400212800000,48.37
DDD,1400472000000,49.26
DDD,1400558400000,49.32
DDD,1400644800000,50.78
DDD,1400731200000,55.02
DDD,1400817600000,54.4
DDD,1401163200000,56.64
DDD,1401249600000,50.44
DDD,1401336000000,51.37
DDD,1401422400000,50.65
DDD,1401681600000,51.82
DDD,1401768000000,50.42
DDD,1401854400000,49.06
DDD,1401940800000,49.4
DDD,1402027200000,50.23
DDD,1402286400000,50.16
DDD,1402372800000,49.28
DDD,1402459200000,49.9
DDD,1402545600000,48.88
DDD,1402632000000,49.32
DDD,1402891200000,51.49
DDD,1402977600000,53.09
DDD,1403064000000,53.7
DDD,1403150400000,53.22
DDD,1403236800000,53.34
DDD,1403496000000,57.23
DDD,1403582400000,55.45
DDD,1403668800000,57.52
DDD,1403755200000,57.95
DDD,1403841600000,59.07
DDD,1404100800000,59.8
DDD,1404187200000,63.46
DDD,1404273600000,62.24
DDD,1404360000000,61.62
DDD,1404705600000,60.15
DDD,1404792000000,57.11
DDD,1404878400000,57.51
DDD,1404964800000,55.95
DDD,1405051200000,56.81
DDD,1405310400000,57.61
DDD,1405396800000,56.98
DDD,1405483200000,56.18
DDD,1405569600000,56.02
DDD,1405656000000,57.27
DDD,1405915200000,56.6
DDD,1406001600000,53.95
DDD,1406088000000,53.85
DDD,1406174400000,53.16
DDD,1406260800000,52.67
DDD,1406520000000,52.0
DDD,1406606400000,54.71
DDD,1406692800000,56.07
DDD,1406779200000,50.13
DDD,1406865600000,47.93
DDD,1407124800000,47.27
DDD,1407211200000,46.89
DDD,1407297600000,47.79
DDD,1407384000000,48.56
DDD,1407470400000,48.5
DDD,1407729600000,49.16
DDD,1407816000000,48.69
DDD,1407902400000,49.56
DDD,1407988800000,48.98
DDD,1408075200000,48.93
DDD,1408334400000,49.0
DDD,1408420800000,48.76
DDD,1408507200000,49.22
DDD,1408593600000,49.32
DDD,1408680000000,50.37
DDD,1408939200000,51.04
DDD,1409025600000,51.44
DDD,1409112000000,52.67
DDD,1409198400000,53.19
DDD,1409284800000,53.51
DDD,1409630400000,52.7
DDD,1409716800000,51.83
DDD,1409803200000,51.51
DDD,1409889600000,51.31
DDD,1410148800000,51.55
DDD,1410235200000,51.93
DDD,1410321600000,52.85
DDD,1410408000000,52.79
